Year,County,NCICCode,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum
1985,San Diego County,Ocotillo Wells DPR,0,0,0,0,0
1985,San Diego County,San Diego Coast DPR,1,0,1,2,0
1985,San Diego County,UC San Diego,1,0,3,4,0
1985,San Diego County,San Diego State Police,0,0,0,0,0
1985,San Diego County,CA Highway Patrol - San Diego, , , , , 
1985,San Francisco County,San Francisco Sheriff's Department,0,0,0,0,0
1985,San Francisco County,San Francisco,247,108,38,393,68
1985,San Francisco County,CSU San Francisco,5,0,0,5,0
1985,San Francisco County,San Francisco BART,0,0,0,0,0
1985,San Francisco County,Santa Fe Railroad San Francisco,0,0,0,0,0
1985,San Francisco County,San Francisco SP RR,0,0,0,0,0
1985,San Francisco County,San Francisco DPR,0,0,0,0,0
1985,San Francisco County,UC San Francisco,5,1,0,6,2
1985,San Francisco County,San Francisco State Police,1,0,0,1,0
1985,San Francisco County,CA Highway Patrol - San Francisco, , , , , 
1985,San Joaquin County,San Joaquin Co. Sheriff's Department,47,30,22,99,19
1985,San Joaquin County,Escalon,0,0,0,0,0
1985,San Joaquin County,Lodi,8,4,0,12,1
1985,San Joaquin County,Manteca,5,0,3,8,3
1985,San Joaquin County,Ripon,1,0,0,1,0
1985,San Joaquin County,Stockton,51,54,3,108,4
1985,San Joaquin County,Tracy,4,2,2,8,1
1985,San Joaquin County,Santa Fe Railroad San Joaquin,0,0,0,0,0
1985,San Joaquin County,San Joaquin SP RR,0,0,0,0,0
1985,San Joaquin County,San Joaquin UP RR,0,0,0,0,0
1985,San Joaquin County,Stockton Developmental Center,2,0,0,2,1
1985,San Joaquin County,San Joaquin State Police,0,0,0,0,0
1985,San Joaquin County,CA Highway Patrol - San Joaquin, , , , , 
1985,San Luis Obispo County,San Luis Obispo Co. Sheriff's Department,8,5,0,13,2
1985,San Luis Obispo County,Arroyo Grande,5,0,0,5,0
1985,San Luis Obispo County,Grover Beach,2,1,0,3,2
1985,San Luis Obispo County,Morro Bay,0,0,0,0,0
1985,San Luis Obispo County,Paso Robles,1,3,0,4,0
1985,San Luis Obispo County,Pismo Beach,0,0,0,0,0
1985,San Luis Obispo County,San Luis Obispo,9,2,4,15,7
1985,San Luis Obispo County,Cal Poly San Luis Obispo,4,0,0,4,0
1985,San Luis Obispo County,Atascadero,5,1,8,14,15
1985,San Luis Obispo County,San Luis Obispo SP RR,0,0,0,0,0
1985,San Luis Obispo County,San Simeon DPR,0,0,0,0,0
1985,San Luis Obispo County,San Luis Obispo Coast DPR,0,0,2,2,0
1985,San Luis Obispo County,Oceano Dunes DPR,1,0,0,1,0
1985,San Luis Obispo County,CA Highway Patrol - San Luis Obispo, , , , , 
1985,San Mateo County,San Mateo Co. Sheriff's Department,8,3,1,12,2
1985,San Mateo County,Atherton,0,0,0,0,0
1985,San Mateo County,Belmont,1,0,1,2,0
1985,San Mateo County,Brisbane,2,0,0,2,2
1985,San Mateo County,Burlingame,12,1,5,18,2
1985,San Mateo County,Colma,0,0,1,1,0
1985,San Mateo County,Daly City,21,12,4,37,6
1985,San Mateo County,Half Moon Bay,1,0,0,1,0
1985,San Mateo County,Hillsborough,0,0,0,0,0
1985,San Mateo County,Menlo Park,4,1,0,5,0
1985,San Mateo County,Millbrae,2,3,0,5,0
1985,San Mateo County,Pacifica,4,3,1,8,0
1985,San Mateo County,Redwood City,6,8,6,20,1
1985,San Mateo County,San Bruno,0,1,0,1,0
1985,San Mateo County,San Carlos,3,2,8,13,3
1985,San Mateo County,San Mateo,16,10,2,28,3
1985,San Mateo County,South San Francisco,21,9,36,66,16
1985,San Mateo County,Broadmoor,0,0,0,0,0
1985,San Mateo County,Foster City,4,1,1,6,0
1985,San Mateo County,San Mateo BART,0,0,0,0,0
1985,San Mateo County,Union Pacific RR - San Mateo,0,0,0,0,0
1985,San Mateo County,Bay Area DPR,0,0,0,0,0
1985,San Mateo County,East Palo Alto,0,0,0,0,0
1985,San Mateo County,San Mateo State Police,0,0,0,0,0
1985,San Mateo County,CA Highway Patrol - San Mateo, , , , , 
1985,Santa Barbara County,Santa Barbara Co. Sheriff's Department,18,7,55,80,18
1985,Santa Barbara County,Guadalupe,1,0,0,1,0
1985,Santa Barbara County,Lompoc,11,6,2,19,3
1985,Santa Barbara County,Santa Barbara,13,10,5,28,4
1985,Santa Barbara County,Santa Maria,2,1,2,5,2
1985,Santa Barbara County,Carpinteria,5,3,1,9,4
1985,Santa Barbara County,Union Pacific RR - Santa Barbara,0,0,0,0,0
1985,Santa Barbara County,Gaviota DPR,2,0,0,2,0
1985,Santa Barbara County,La Purisma Mission DPR,0,0,0,0,0
1985,Santa Barbara County,Solvang,0,0,0,0,0
1985,Santa Barbara County,UC Santa Barbara,1,0,0,1,0
1985,Santa Barbara County,Santa Barbara State Police,0,0,0,0,0
1985,Santa Barbara County,CA Highway Patrol - Santa Barbara, , , , , 
1985,Santa Clara County,Santa Clara Co. Sheriff's Department,2,4,16,22,1
1985,Santa Clara County,Campbell,3,3,1,7,0
1985,Santa Clara County,Cupertino,17,2,36,55,0
1985,Santa Clara County,Gilroy,11,8,31,50,6
1985,Santa Clara County,Los Altos,0,0,0,0,0
1985,Santa Clara County,Los Altos Hills,2,0,0,2,0
1985,Santa Clara County,Los Gatos,8,3,29,40,1
1985,Santa Clara County,Milpitas,11,2,26,39,10
1985,Santa Clara County,Monte Sereno,1,0,1,2,0
1985,Santa Clara County,Morgan Hill,4,0,4,8,5
1985,Santa Clara County,Mountain View,10,2,0,12,3
1985,Santa Clara County,Palo Alto,5,3,1,9,2
1985,Santa Clara County,San Jose,274,87,153,514,78
1985,Santa Clara County,Santa Clara,13,8,3,24,2
1985,Santa Clara County,Saratoga,4,0,13,17,1
1985,Santa Clara County,Sunnyvale,7,13,11,31,5
1985,Santa Clara County,CSU San Jose,2,0,1,3,0
1985,Santa Clara County,Santa Clara SP RR,0,0,0,0,0
1985,Santa Clara County,San Jose Community College,0,0,0,0,0
1985,Santa Clara County,West Valley College District,1,0,0,1,0
1987,Santa Clara County,Agnews Developmental Center,3,0,0,3,3
1985,Santa Clara County,Santa Clara UP RR,0,0,0,0,0
1985,Santa Clara County,Foothill College,0,0,0,0,0
1985,Santa Clara County,Santa Clara State Police,0,0,0,0,0
1985,Santa Clara County,CA Highway Patrol - Santa Clara, , , , , 
1985,Santa Cruz County,Santa Cruz Co. Sheriff's Department,5,7,4,16,3
1985,Santa Cruz County,Capitola,3,0,0,3,0
1985,Santa Cruz County,Santa Cruz,3,4,5,12,5
1985,Santa Cruz County,Watsonville,11,11,7,29,1
1985,Santa Cruz County,Scotts Valley,1,0,5,6,1
1985,Santa Cruz County,Cabrillo College,2,0,0,2,1
1985,Santa Cruz County,Union Pacific RR - Santa Cruz,0,0,0,0,0
1985,Santa Cruz County,Pajaro Coast DPR,1,0,0,1,0
1985,Santa Cruz County,Santa Cruz Mtns. DPR,1,0,2,3,0
1985,Santa Cruz County,UC Santa Cruz,4,0,0,4,0
1985,Santa Cruz County,CA Highway Patrol - Santa Cruz, , , , , 
1985,Shasta County,Shasta Co. Sheriff's Department,8,5,3,16,1
1985,Shasta County,Anderson,3,2,0,5,3
1985,Shasta County,Redding,2,5,7,14,4
1985,Shasta County,Union Pacific RR - Shasta,0,0,0,0,0
1985,Shasta County,Cascade DPR,0,0,0,0,0
1985,Shasta County,Shasta State Police,0,0,0,0,0
1985,Shasta County,CA Highway Patrol - Shasta, , , , , 
1985,Sierra County,Sierra Co. Sheriff's Department,2,0,0,2,0
1985,Sierra County,Union Pacific RR - Sierra,0,0,0,0,0
1985,Sierra County,CA Highway Patrol - Sierra, , , , , 
1985,Siskiyou County,Siskiyou Co. Sheriff's Department,7,3,1,11,3
1985,Siskiyou County,Dorris,0,0,0,0,0
1985,Siskiyou County,Dunsmuir,0,0,1,1,1
1985,Siskiyou County,Etna,0,0,0,0,0
1985,Siskiyou County,Fort Jones,0,0,0,0,0
1985,Siskiyou County,Mount Shasta,0,0,0,0,0
1985,Siskiyou County,Tulelake,0,0,0,0,0
1985,Siskiyou County,Weed,1,0,0,1,1
1985,Siskiyou County,Yreka,1,0,0,1,0
1985,Siskiyou County,Lake Shastina,0,0,0,0,0
1985,Siskiyou County,Siskiyou SP RR,0,1,0,1,1
1985,Siskiyou County,CA Highway Patrol - Siskiyou, , , , , 
1985,Solano County,Solano Co. Sheriff's Department,8,3,7,18,6
1985,Solano County,Benicia,4,5,1,10,2
1985,Solano County,Dixon,8,2,0,10,1
1985,Solano County,Fairfield,11,7,18,36,3
1985,Solano County,Rio Vista,0,0,0,0,0
1985,Solano County,Suisun,6,4,34,44,5
1985,Solano County,Vacaville,8,2,10,20,6
1985,Solano County,Vallejo,13,3,7,23,5
1985,Solano County,Union Pacific RR - Solano,0,0,0,0,0
1985,Solano County,Delta DPR,0,0,0,0,0
1985,Solano County,Solano State Police,0,0,0,0,0
1985,Solano County,CA Highway Patrol - Solano, , , , , 
1985,Sonoma County,Sonoma Co. Sheriff's Department,26,20,28,74,15
1985,Sonoma County,Cloverdale,0,0,0,0,0
1985,Sonoma County,Cotati,2,2,1,5,1
1985,Sonoma County,Healdsburg,0,0,0,0,0
1985,Sonoma County,Rohnert Park,4,0,1,5,3
1985,Sonoma County,Santa Rosa,17,11,28,56,2
1985,Sonoma County,Sebastopol,1,0,0,1,1
1985,Sonoma County,Sonoma,5,0,0,5,3
1985,Sonoma County,Petaluma,16,3,0,19,1
1985,Sonoma County,CSU Sonoma,0,0,0,0,0
1985,Sonoma County,Union Pacific RR - Sonoma,0,0,0,0,0
1985,Sonoma County,Silverado DPR,0,0,1,1,0
1985,Sonoma County,Sonoma Mendocino Coast DPR,0,0,0,0,1
1985,Sonoma County,Sonoma Developmental Center,0,0,0,0,0
1985,Sonoma County,Sonoma State Police,0,0,0,0,0
1985,Sonoma County,CA Highway Patrol - Sonoma, , , , , 
1985,Stanislaus County,Stanislaus Co. Sheriff's Department,37,44,76,157,34
1985,Stanislaus County,Ceres,3,1,5,9,6
1985,Stanislaus County,Modesto,45,13,12,70,11
1985,Stanislaus County,Newman,0,0,0,0,0
1985,Stanislaus County,Oakdale,3,0,2,5,2
1985,Stanislaus County,Patterson,0,0,1,1,0
1985,Stanislaus County,Riverbank,6,0,1,7,6
1985,Stanislaus County,Turlock,13,4,7,24,4
1985,Stanislaus County,Waterford,1,0,0,1,0
1985,Stanislaus County,Hughson,0,0,2,2,1
1985,Stanislaus County,CSU Stanislaus,1,0,1,2,1
1985,Stanislaus County,Santa Fe Railroad Stanislaus,0,0,0,0,0
1985,Stanislaus County,Union Pacific RR - Stanislaus,0,0,0,0,0
1985,Stanislaus County,Stanislaus UP RR,0,0,0,0,0
1985,Stanislaus County,Stanislaus State Police,0,0,0,0,0
1985,Stanislaus County,CA Highway Patrol - Stanislaus, , , , , 
1985,Sutter County,Sutter Co. Sheriff's Department,0,1,0,1,0
1985,Sutter County,Yuba City,4,2,0,6,2
1985,Sutter County,CA Highway Patrol - Sutter, , , , , 
1985,Tehama County,Tehama Co. Sheriff's Department,3,5,11,19,4
1985,Tehama County,Corning,1,0,0,1,0
1985,Tehama County,Red Bluff,3,1,0,4,2
1985,Tehama County,Union Pacific RR - Tehama,0,0,0,0,0
1985,Tehama County,CA Highway Patrol - Tehama, , , , , 
1985,Trinity County,Trinity Co. Sheriff's Department,0,0,0,0,0
1985,Trinity County,Union Pacific RR - Trinity,0,0,0,0,0
1985,Trinity County,CA Highway Patrol - Trinity, , , , , 
1985,Tulare County,Tulare Co. Sheriff's Department,50,39,178,267,14
1985,Tulare County,Dinuba,1,3,0,4,2
1985,Tulare County,Exeter,1,0,0,1,0
1985,Tulare County,Farmersville,0,0,0,0,0
1985,Tulare County,Lindsay,0,0,0,0,0
1985,Tulare County,Porterville,22,9,8,39,0
1985,Tulare County,Tulare,10,2,0,12,13
1985,Tulare County,Visalia,20,8,3,31,3
1985,Tulare County,Woodlake,1,1,1,3,1
1985,Tulare County,Santa Fe Railroad Tulare,0,0,1,1,1
1985,Tulare County,Union Pacific RR - Tulare,0,0,0,0,0
1985,Tulare County,College of the Sequoias,0,0,1,1,0
1985,Tulare County,CA Highway Patrol - Tulare, , , , , 
1985,Tuolumne County,Tuolumne Co. Sheriff's Department,18,4,0,22,1
1985,Tuolumne County,Sonora,0,0,0,0,0
1985,Tuolumne County,Columbia DPR,1,0,0,1,0
1985,Tuolumne County,CA Highway Patrol - Tuolumne, , , , , 
1985,Ventura County,Ventura Co. Sheriff's Department,18,15,10,43,8
1985,Ventura County,Camarillo,9,2,7,18,3
1985,Ventura County,Fillmore,2,3,0,5,0
1985,Ventura County,Ojai,2,3,1,6,2
1985,Ventura County,Oxnard,34,15,6,55,5
1985,Ventura County,Port Hueneme,1,0,0,1,0
1985,Ventura County,Santa Paula,6,2,6,14,8
1985,Ventura County,Thousand Oaks,7,8,11,26,4
1985,Ventura County,Ventura,13,13,8,34,6
1985,Ventura County,Simi Valley,6,13,9,28,8
1985,Ventura County,Ventura SP RR,0,0,0,0,0
1985,Ventura County,Angeles DPR,0,0,1,1,0
1985,Ventura County,Moorpark,3,2,0,5,0
1985,Ventura County,Channel Coast DPR,0,0,0,0,0
1988,Santa Clara County,Agnews Developmental Center,1,0,0,1,1
1985,Ventura County,Ventura State Police,0,0,0,0,0
1985,Ventura County,CA Highway Patrol - Ventura, , , , , 
1985,Yolo County,Yolo Co. Sheriff's Department,13,22,6,41,4
1985,Yolo County,Davis,13,11,7,31,3
1985,Yolo County,Winters,1,0,1,2,1
1985,Yolo County,Woodland,13,6,2,21,3
1985,Yolo County,Union Pacific RR - Yolo,0,0,0,0,0
1985,Yolo County,UC Davis,1,0,0,1,0
1985,Yolo County,Yolo State Police,0,0,0,0,0
1985,Yolo County,CA Highway Patrol - Yolo, , , , , 
1985,Yuba County,Yuba Co. Sheriff's Department,18,4,17,39,9
1985,Yuba County,Marysville,5,4,0,9,0
1985,Yuba County,Wheatland,1,0,0,1,0
1985,Yuba County,Union Pacific RR - Yuba,0,0,0,0,0
1985,Yuba County,Yuba UP RR,0,0,0,0,0
1985,Yuba County,CA Highway Patrol - Yuba, , , , , 
1986,Alameda County,Alameda Co. Sheriff's Department,25,13,0,38,5
1986,Alameda County,Alameda,17,16,6,39,5
1986,Alameda County,Albany,7,1,1,9,0
1986,Alameda County,Berkeley,51,17,3,71,20
1986,Alameda County,Emeryville,3,1,1,5,0
1986,Alameda County,Fremont,37,23,72,132,18
1986,Alameda County,Hayward,25,21,12,58,11
1986,Alameda County,Livermore,3,2,10,15,2
1986,Alameda County,Newark,2,3,2,7,3
1986,Alameda County,Oakland,220,167,22,409,65
1986,Alameda County,Piedmont,1,1,2,4,1
1986,Alameda County,Pleasanton,4,3,6,13,5
1986,Alameda County,San Leandro,7,13,1,21,3
1986,Alameda County,Union City,13,19,5,37,3
1986,Alameda County,Alameda E. Bay Reg. Park Dist.,3,0,3,6,1
1986,Alameda County,CSU East Bay,0,0,0,0,0
1986,Alameda County,Alameda BART,0,0,0,0,0
1986,Alameda County,UC Lawrence-Livermore,0,0,0,0,0
1986,Alameda County,UC Lawrence-Berkeley,0,0,0,0,0
1986,Alameda County,Santa Fe Railroad Alameda,0,0,0,0,0
1986,Alameda County,Alameda SP RR,2,3,0,5,1
1986,Alameda County,Dublin,0,1,2,3,1
1986,Alameda County,Alameda E. Bay Mun. Util. Dist.,0,0,2,2,0
1986,Alameda County,Alameda UP RR,0,0,0,0,0
1986,Alameda County,UC Berkeley,8,0,5,13,0
1986,Alameda County,Alameda State Police,0,0,0,0,0
1986,Alameda County,CA Highway Patrol - Alameda, , , , , 
1986,Alpine County,Alpine Co. Sheriff's Department,0,0,0,0,0
1986,Alpine County,CA Highway Patrol - Alpine, , , , , 
1986,Amador County,Amador Co. Sheriff's Department,1,1,0,2,0
1986,Amador County,Ione,0,0,0,0,0
1986,Amador County,Jackson,1,1,0,2,0
1986,Amador County,Sutter Creek,1,0,0,1,0
1986,Amador County,Union Pacific RR - Amador,0,0,0,0,0
1986,Amador County,CA Highway Patrol - Amador, , , , , 
1986,Butte County,Butte Co. Sheriff's Department,21,15,76,112,25
1986,Butte County,Biggs,0,0,0,0,0
1986,Butte County,Chico,14,2,6,22,0
1986,Butte County,Gridley,2,1,0,3,1
1986,Butte County,Oroville,5,2,0,7,0
1986,Butte County,Paradise,6,4,1,11,3
1986,Butte County,Union Pacific RR - Butte,1,0,0,1,0
1986,Butte County,Northern Buttes DPR,1,0,0,1,0
1986,Butte County,CSU Chico,2,1,0,3,0
1986,Butte County,Butte State Police,2,0,1,3,0
1986,Butte County,CA Highway Patrol - Butte, , , , , 
1986,Calaveras County,Calaveras Co. Sheriff's Department,2,7,84,93,0
1986,Calaveras County,Angels Camp,2,0,2,4,1
1986,Calaveras County,Union Pacific RR - Calaveras,0,0,0,0,0
1986,Calaveras County,Calaveras DPR,0,0,0,0,0
1986,Calaveras County,CA Highway Patrol - Calaveras, , , , , 
1986,Colusa County,Colusa Co. Sheriff's Department,0,0,0,0,0
1986,Colusa County,Colusa,0,0,0,0,0
1986,Colusa County,Williams,0,1,0,1,0
1986,Colusa County,Union Pacific RR - Colusa,0,0,0,0,0
1986,Colusa County,CA Highway Patrol - Colusa, , , , , 
1986,Contra Costa County,Contra Costa Co. Sheriff's Department,16,18,11,45,7
1986,Contra Costa County,Antioch,23,13,80,116,0
1986,Contra Costa County,Brentwood,2,4,3,9,2
1986,Contra Costa County,Clayton,1,0,0,1,0
1986,Contra Costa County,Concord,17,7,2,26,5
1986,Contra Costa County,El Cerrito,3,0,4,7,1
1986,Contra Costa County,Hercules,0,0,1,1,1
1986,Contra Costa County,Pinole,0,1,0,1,0
1986,Contra Costa County,Pittsburg,5,10,0,15,2
1986,Contra Costa County,Pleasant Hill,2,3,3,8,1
1986,Contra Costa County,Richmond,49,55,18,122,12
1986,Contra Costa County,San Pablo,8,14,3,25,2
1986,Contra Costa County,Walnut Creek,2,5,4,11,1
1986,Contra Costa County,Kensington,1,0,0,1,0
1986,Contra Costa County,Martinez,5,3,1,9,0
1986,Contra Costa County,Lafayette,0,1,0,1,0
1986,Contra Costa County,Moraga,0,0,0,0,0
1986,Contra Costa County,Contra Costa E. Bay Reg. Park Dist.,1,0,11,12,0
1986,Contra Costa County,Contra Costa BART,0,0,0,0,0
1986,Contra Costa County,Santa Fe Railroad  Contra Costa,0,0,0,0,0
1986,Contra Costa County,Contra Costa SP RR,0,0,0,0,0
1986,Contra Costa County,Contra Costa Community College,1,0,0,1,1
1986,Contra Costa County,Danville,3,1,1,5,1
1986,Contra Costa County,San Ramon,1,1,1,3,1
1986,Contra Costa County,Diablo DPR,1,0,1,2,0
1986,Contra Costa County,Orinda,1,0,0,1,0
1986,Contra Costa County,Contra Costa State Police,0,0,0,0,0
1986,Contra Costa County,CA Highway Patrol - Contra Costa, , , , , 
1986,Del Norte County,Del Norte Co. Sheriff's Department,3,0,0,3,2
1986,Del Norte County,Crescent City,4,1,0,5,1
1986,Del Norte County,CA Highway Patrol - Del Norte, , , , , 
1986,El Dorado County,El Dorado Co. Sheriff's Department,9,7,0,16,3
1986,El Dorado County,Placerville,2,2,1,5,0
1986,El Dorado County,South Lake Tahoe,3,1,6,10,4
1986,El Dorado County,Union Pacific RR - El Dorado,0,0,0,0,0
1986,El Dorado County,Marshall Gold DPR,0,0,0,0,0
1986,El Dorado County,CA Highway Patrol - El Dorado, , , , , 
2005,Fresno County,CA Highway Patrol - Fresno,0,1,0,1,0
2006,Fresno County,CA Highway Patrol - Fresno,0,1,0,1,0
2007,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2008,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2009,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2010,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2011,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2012,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2013,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2014,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2015,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
1985,Fresno County,Clovis,3,4,1,8,3
1986,Fresno County,Clovis,6,6,4,16,7
1987,Fresno County,Clovis,9,12,3,24,5
1988,Fresno County,Clovis,4,4,7,15,2
1989,Fresno County,Clovis,9,10,6,25,6
1990,Fresno County,Clovis,7,2,4,13,5
1991,Fresno County,Clovis,9,6,4,19,2
1992,Fresno County,Clovis,9,14,8,31,8
1993,Fresno County,Clovis,17,3,9,29,7
1986,Glenn County,Glenn Co. Sheriff's Department,0,0,1,1,1
1986,Glenn County,Orland,0,0,0,0,0
1986,Glenn County,Willows,2,0,0,2,0
1986,Glenn County,Union Pacific RR - Glenn,0,0,0,0,0
1986,Glenn County,CA Highway Patrol - Glenn, , , , , 
1986,Humboldt County,Humboldt Co. Sheriff's Department,12,6,10,28,1
1986,Humboldt County,Arcata,0,0,2,2,0
1986,Humboldt County,Eureka,14,2,3,19,5
1986,Humboldt County,Ferndale,0,0,0,0,0
1986,Humboldt County,Fortuna,1,1,0,2,0
1986,Humboldt County,Rio Dell,1,0,0,1,1
1986,Humboldt County,CSU Humboldt (Arcata),0,0,0,0,0
1986,Humboldt County,Union Pacific RR - Humboldt,0,0,0,0,0
1986,Humboldt County,Eel River DPR,1,0,1,2,1
1986,Humboldt County,Northern Coast Redwoods DPR,1,0,0,1,0
1986,Humboldt County,CA Highway Patrol - Humboldt, , , , , 
1986,Imperial County,Imperial Co. Sheriff's Department,5,10,9,24,1
1986,Imperial County,Brawley,7,2,2,11,1
1986,Imperial County,Calexico,0,5,1,6,1
1986,Imperial County,El Centro,8,7,7,22,4
1986,Imperial County,Holtville,2,1,0,3,1
1986,Imperial County,Imperial,0,0,0,0,0
1986,Imperial County,Westmorland,1,0,0,1,0
1986,Imperial County,Union Pacific RR - Imperial,0,0,0,0,0
1986,Imperial County,Montane DPR,0,0,0,0,0
1986,Imperial County,Imperial State Police,0,0,0,0,0
1986,Imperial County,CA Highway Patrol - Imperial, , , , , 
1986,Inyo County,Inyo Co. Sheriff's Department,1,0,0,1,1
1986,Inyo County,Bishop,0,0,0,0,0
1986,Inyo County,Union Pacific RR - Inyo,0,0,0,0,0
1986,Inyo County,CA Highway Patrol - Inyo, , , , , 
1986,Kern County,Kern Co. Sheriff's Department,94,115,617,826,124
1986,Kern County,Arvin,1,2,7,10,0
1986,Kern County,Bakersfield,95,57,70,222,32
1986,Kern County,Delano,4,1,3,8,3
1986,Kern County,Maricopa,1,0,4,5,2
1986,Kern County,McFarland,5,0,5,10,2
1986,Kern County,Ridgecrest,1,4,17,22,1
1986,Kern County,Shafter,0,0,13,13,0
1986,Kern County,Taft,3,2,1,6,6
1986,Kern County,Tehachapi,0,1,2,3,3
1986,Kern County,California City,1,0,0,1,0
1986,Kern County,China Lake,3,0,2,5,1
1986,Kern County,Stallion Springs,0,0,0,0,0
1986,Kern County,Bear Valley,0,0,0,0,0
1986,Kern County,Santa Fe Railroad Kern,0,0,0,0,0
1986,Kern County,Kern SP RR,0,1,0,1,0
1986,Kern County,CSU Bakersfield,1,0,0,1,0
1986,Kern County,Kern State Police,0,0,0,0,0
1986,Kern County,CA Highway Patrol - Kern, , , , , 
1986,Kings County,Kings Co. Sheriff's Department,14,2,4,20,2
1986,Kings County,Corcoran,4,0,0,4,0
1986,Kings County,Hanford,3,4,1,8,2
1986,Kings County,Lemoore,1,0,0,1,0
1986,Kings County,Santa Fe Railroad Kings,0,0,0,0,0
1986,Kings County,Union Pacific RR - Kings,0,0,0,0,0
1986,Kings County,Porterville Developmental Center,0,0,0,0,0
1986,Kings County,Kings State Police,0,0,0,0,0
1986,Kings County,CA Highway Patrol - Kings, , , , , 
1986,Lake County,Lake Co. Sheriff's Department,4,1,1,6,1
1986,Lake County,Lakeport,0,0,0,0,0
1986,Lake County,Clearlake,11,2,0,13,2
1986,Lake County,Clear Lake DPR,0,0,0,0,0
1986,Lake County,CA Highway Patrol - Lake, , , , , 
1986,Lassen County,Lassen Co. Sheriff's Department,4,0,0,4,2
1986,Lassen County,Susanville,1,0,0,1,0
1986,Lassen County,Union Pacific RR - Lassen,0,0,0,0,0
